,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights,year,month,partial_date,clean_date,weekofday
6561703,28837980,2021-05-16 00:00:00,f,69.0,$69.00,2.0,28.0,2021,5,05-16,2021-05-16,Sun
725159,3167558,2021-07-30 00:00:00,f,25.0,$25.00,30.0,1125.0,2021,7,07-30,2021-07-30,Fri
6710570,29368333,2021-04-09 00:00:00,f,225.0,$225.00,3.0,1125.0,2021,4,04-09,2021-04-09,Fri
223492,720051,2020-11-17 00:00:00,f,75.0,$75.00,30.0,1124.0,2020,11,11-17,2020-11-17,Tue
284002,1011146,2021-04-05 00:00:00,f,525.0,$525.00,5.0,40.0,2021,4,04-05,2021-04-05,Mon
5847491,25864045,2020-10-07 00:00:00,f,25.0,$25.00,1.0,7.0,2020,10,10-07,2020-10-07,Wed
3612113,17866896,2020-08-26 00:00:00,t,145.0,$145.00,1.0,1125.0,2020,8,08-26,2020-08-26,Wed
6601347,28967732,2020-08-27 00:00:00,t,275.0,$275.00,2.0,365.0,2020,8,08-27,2020-08-27,Thr
5657157,24874072,2021-04-09 00:00:00,f,65.0,$65.00,2.0,1125.0,2021,4,04-09,2021-04-09,Fri
4858979,22085776,2021-01-26 00:00:00,t,136.0,$136.00,30.0,200.0,2021,1,01-26,2021-01-26,Tue
5582638,24694108,2021-08-12 00:00:00,t,59.0,$59.00,2.0,1125.0,2021,8,08-12,2021-08-12,Thr
5036498,22656343,2021-05-25 00:00:00,f,50.0,$50.00,31.0,31.0,2021,5,05-25,2021-05-25,Tue
11765646,44372612,2021-06-08 00:00:00,t,140.0,$140.00,30.0,1125.0,2021,6,06-08,2021-06-08,Tue
1566546,7745218,2020-09-20 00:00:00,t,48.0,$48.00,30.0,1125.0,2020,9,09-20,2020-09-20,Sun
3011976,15128294,2020-08-22 00:00:00,f,99.0,$99.00,1.0,1125.0,2020,8,08-22,2020-08-22,Sat
1707895,8539956,2021-06-08 00:00:00,t,287.0,$287.00,30.0,1125.0,2021,6,06-08,2021-06-08,Tue
2902514,14589951,2021-01-23 00:00:00,t,76.0,$76.00,30.0,1125.0,2021,1,01-23,2021-01-23,Sat
8535790,36321147,2020-10-23 00:00:00,t,149.0,$149.00,1.0,1125.0,2020,10,10-23,2020-10-23,Fri
751089,3291789,2020-12-17 00:00:00,t,35.0,$35.00,31.0,1125.0,2020,12,12-17,2020-12-17,Thr
10151888,40902159,2021-04-27 00:00:00,f,24.0,$24.00,1.0,1125.0,2021,4,04-27,2021-04-27,Tue
5195378,23296973,2021-06-18 00:00:00,f,111.0,$111.00,30.0,1125.0,2021,6,06-18,2021-06-18,Fri
8479835,35911866,2020-08-26 00:00:00,f,1162.0,"$1,162.00",4.0,365.0,2020,8,08-26,2020-08-26,Wed
11377887,43712580,2021-03-09 00:00:00,t,210.0,$210.00,1.0,100.0,2021,3,03-09,2021-03-09,Tue
7276910,31119443,2021-04-28 00:00:00,f,58.0,$58.00,30.0,1125.0,2021,4,04-28,2021-04-28,Wed
9895721,40267589,2020-08-23 00:00:00,f,85.0,$85.00,1.0,1125.0,2020,8,08-23,2020-08-23,Sun
4205985,20169195,2020-11-02 00:00:00,t,100.0,$100.00,5.0,1125.0,2020,11,11-02,2020-11-02,Mon
3147901,15707655,2021-03-13 00:00:00,f,80.0,$80.00,28.0,28.0,2021,3,03-13,2021-03-13,Sat
4588143,21294185,2020-11-13 00:00:00,t,280.0,$280.00,4.0,1125.0,2020,11,11-13,2020-11-13,Fri
5460516,24181445,2021-02-17 00:00:00,t,55.0,$55.00,3.0,1125.0,2021,2,02-17,2021-02-17,Wed
8128902,34752101,2021-01-20 00:00:00,f,95.0,$95.00,1.0,4.0,2021,1,01-20,2021-01-20,Wed
10590110,42089093,2020-10-14 00:00:00,f,109.0,$109.00,2.0,1125.0,2020,10,10-14,2020-10-14,Wed
6950530,30275386,2021-04-07 00:00:00,f,299.0,$299.00,10.0,30.0,2021,4,04-07,2021-04-07,Wed
7215642,31259913,2021-07-15 00:00:00,t,95.0,$95.00,2.0,121.0,2021,7,07-15,2021-07-15,Thr
1476038,7129441,2021-04-03 00:00:00,t,79.0,$79.00,1.0,1125.0,2021,4,04-03,2021-04-03,Sat
5898312,26062387,2021-03-23 00:00:00,f,110.0,$110.00,30.0,1125.0,2021,3,03-23,2021-03-23,Tue
2544268,13173391,2021-08-09 00:00:00,f,229.0,$229.00,2.0,4.0,2021,8,08-09,2021-08-09,Mon
3150525,15717978,2021-05-17 00:00:00,t,489.0,$489.00,21.0,365.0,2021,5,05-17,2021-05-17,Mon
898218,4099964,2021-03-09 00:00:00,t,39.0,$39.00,3.0,1125.0,2021,3,03-09,2021-03-09,Tue
9046285,37955284,2020-09-26 00:00:00,f,249.0,$249.00,31.0,1125.0,2020,9,09-26,2020-09-26,Sat
858746,3930078,2021-07-10 00:00:00,t,250.0,$250.00,31.0,1125.0,2021,7,07-10,2021-07-10,Sat
4058997,19644151,2021-02-01 00:00:00,t,189.0,$189.00,1.0,1125.0,2021,2,02-01,2021-02-01,Mon
3192283,15859944,2020-11-28 00:00:00,t,300.0,$300.00,4.0,10.0,2020,11,11-28,2020-11-28,Sat
907883,4191870,2021-05-31 00:00:00,t,825.0,$825.00,14.0,60.0,2021,5,05-31,2021-05-31,Mon
6944569,30268862,2020-10-09 00:00:00,t,2196.0,"$2,196.00",4.0,1125.0,2020,10,10-09,2020-10-09,Fri
1772099,8687100,2021-01-25 00:00:00,t,500.0,$500.00,30.0,1125.0,2021,1,01-25,2021-01-25,Mon
10744083,42392730,2021-02-14 00:00:00,t,67.0,$67.00,1.0,1125.0,2021,2,02-14,2021-02-14,Sun
2330990,12123810,2021-05-09 00:00:00,f,275.0,$275.00,30.0,1125.0,2021,5,05-09,2021-05-09,Sun
7106642,30850438,2021-06-11 00:00:00,t,152.0,$152.00,730.0,1125.0,2021,6,06-11,2021-06-11,Fri
9029522,38029280,2021-04-28 00:00:00,f,67.0,$67.00,30.0,1125.0,2021,4,04-28,2021-04-28,Wed
8629381,36659273,2021-04-28 00:00:00,t,55.0,$55.00,30.0,1125.0,2021,4,04-28,2021-04-28,Wed
7535489,32597197,2021-05-18 00:00:00,f,129.0,$129.00,2.0,1125.0,2021,5,05-18,2021-05-18,Tue
7723764,33336152,2020-09-03 00:00:00,f,73.0,$73.00,31.0,1125.0,2020,9,09-03,2020-09-03,Thr
8350612,35550343,2021-07-02 00:00:00,f,57.0,$57.00,28.0,1125.0,2021,7,07-02,2021-07-02,Fri
93353,337659,2020-09-01 00:00:00,f,135.0,$135.00,1.0,365.0,2020,9,09-01,2020-09-01,Tue
8109200,34721652,2020-09-26 00:00:00,t,53.0,$53.00,21.0,60.0,2020,9,09-26,2020-09-26,Sat
11836705,44451257,2021-05-28 00:00:00,f,56.0,$56.00,3.0,30.0,2021,5,05-28,2021-05-28,Fri
1235152,6052773,2021-02-10 00:00:00,t,85.0,$85.00,30.0,1125.0,2021,2,02-10,2021-02-10,Wed
11969826,44687253,2021-08-01 00:00:00,f,75.0,$75.00,3.0,1125.0,2021,8,08-01,2021-08-01,Sun
7626696,33050571,2021-05-14 00:00:00,f,169.0,$169.00,2.0,1125.0,2021,5,05-14,2021-05-14,Fri
58888,160288,2020-08-23 00:00:00,f,115.0,$98.00,1.0,1125.0,2020,8,08-23,2020-08-23,Sun
8826339,37286170,2021-05-18 00:00:00,f,85.0,$85.00,1.0,1125.0,2021,5,05-18,2021-05-18,Tue
1105111,5144406,2021-03-14 00:00:00,t,150.0,$150.00,2.0,10.0,2021,3,03-14,2021-03-14,Sun
7175130,31264883,2021-07-09 00:00:00,f,90.0,$90.00,2.0,6.0,2021,7,07-09,2021-07-09,Fri
11935734,44628220,2020-09-08 00:00:00,f,57.0,$57.00,30.0,1125.0,2020,9,09-08,2020-09-08,Tue
8482983,36077777,2021-04-09 00:00:00,f,57.0,$57.00,1.0,10.0,2021,4,04-09,2021-04-09,Fri
9878755,40212676,2021-05-24 00:00:00,f,43.0,$43.00,30.0,1125.0,2021,5,05-24,2021-05-24,Mon
7052286,30587999,2020-12-20 00:00:00,t,191.0,$191.00,30.0,1125.0,2020,12,12-20,2020-12-20,Sun
8784343,37245415,2020-11-11 00:00:00,f,45.0,$45.00,1.0,1125.0,2020,11,11-11,2020-11-11,Wed
454501,1529916,2021-05-05 00:00:00,t,150.0,$150.00,3.0,30.0,2021,5,05-05,2021-05-05,Wed
2658048,13660094,2020-12-18 00:00:00,t,49.0,$49.00,1.0,29.0,2020,12,12-18,2020-12-18,Fri
5785161,25433558,2021-06-13 00:00:00,f,47.0,$47.00,1.0,1125.0,2021,6,06-13,2021-06-13,Sun
3712526,16408243,2021-02-22 00:00:00,f,165.0,$165.00,6.0,1125.0,2021,2,02-22,2021-02-22,Mon
5848837,23171852,2020-06-04 00:00:00,t,90.0,$90.00,7.0,360.0,2020,6,06-04,2020-06-04,Thr
302914,849943,2021-02-10 00:00:00,t,60.0,$60.00,30.0,1125.0,2021,2,02-10,2021-02-10,Wed
353475,978130,2020-08-06 00:00:00,t,525.0,$525.00,3.0,1125.0,2020,8,08-06,2020-08-06,Thr
3762099,16499579,2020-11-01 00:00:00,f,82.0,$82.00,3.0,1125.0,2020,11,11-01,2020-11-01,Sun
3037534,13922798,2020-12-18 00:00:00,f,110.0,$110.00,30.0,1125.0,2020,12,12-18,2020-12-18,Fri
1260005,5204710,2020-06-27 00:00:00,t,95.0,$95.00,1.0,7.0,2020,6,06-27,2020-06-27,Sat
4856814,20591858,2020-08-23 00:00:00,f,99.0,$99.00,3.0,5.0,2020,8,08-23,2020-08-23,Sun
4770377,19961391,2021-02-11 00:00:00,f,140.0,$140.00,1.0,28.0,2021,2,02-11,2021-02-11,Thr
11239874,39580001,2021-02-11 00:00:00,t,125.0,$125.00,1.0,1125.0,2021,2,02-11,2021-02-11,Thr
7631636,29234893,2021-01-07 00:00:00,f,174.0,$174.00,3.0,1125.0,2021,1,01-07,2021-01-07,Thr
4002683,17762861,2020-12-26 00:00:00,t,79.0,$79.00,30.0,1125.0,2020,12,12-26,2020-12-26,Sat
11859047,40727195,2020-09-27 00:00:00,t,149.0,$149.00,35.0,1125.0,2020,9,09-27,2020-09-27,Sun
2942491,13555468,2020-10-23 00:00:00,f,200.0,$200.00,2.0,6.0,2020,10,10-23,2020-10-23,Fri
910139,3783358,2020-11-15 00:00:00,f,135.0,$135.00,31.0,1125.0,2020,11,11-15,2020-11-15,Sun
5166302,21304134,2020-08-20 00:00:00,t,350.0,$350.00,1.0,1125.0,2020,8,08-20,2020-08-20,Thr
7954826,30114145,2020-06-04 00:00:00,t,65.0,$65.00,31.0,1125.0,2020,6,06-04,2020-06-04,Thr
7946707,30297058,2021-01-15 00:00:00,t,238.0,$238.00,10.0,1125.0,2021,1,01-15,2021-01-15,Fri
1200331,4949735,2020-08-07 00:00:00,t,79.0,$79.00,30.0,1125.0,2020,8,08-07,2020-08-07,Fri
9280398,34363689,2021-04-21 00:00:00,f,140.0,$140.00,3.0,1125.0,2021,4,04-21,2021-04-21,Wed
4274513,18617918,2020-09-29 00:00:00,t,289.0,$289.00,1.0,365.0,2020,9,09-29,2020-09-29,Tue
3867660,17256374,2020-10-08 00:00:00,t,45.0,$45.00,2.0,1125.0,2020,10,10-08,2020-10-08,Thr
4860121,20544581,2021-03-22 00:00:00,t,98.0,$98.00,2.0,1125.0,2021,3,03-22,2021-03-22,Mon
677345,2453112,2020-12-30 00:00:00,f,60.0,$60.00,1.0,1125.0,2020,12,12-30,2020-12-30,Wed
12586809,42095007,2020-09-08 00:00:00,f,279.0,$279.00,2.0,1125.0,2020,9,09-08,2020-09-08,Tue
133453,512682,2020-11-23 00:00:00,f,126.0,$126.00,30.0,1125.0,2020,11,11-23,2020-11-23,Mon
861428,3582396,2020-12-07 00:00:00,f,105.0,$105.00,2.0,5.0,2020,12,12-07,2020-12-07,Mon
5839647,23111432,2020-07-21 00:00:00,t,198.0,$198.00,1.0,1125.0,2020,7,07-21,2020-07-21,Tue
4548385,19556539,2020-12-06 00:00:00,f,121.0,$121.00,1.0,1125.0,2020,12,12-06,2020-12-06,Sun
12687268,42257688,2020-06-16 00:00:00,t,167.0,$167.00,2.0,1125.0,2020,6,06-16,2020-06-16,Tue
4218879,18566265,2021-05-03 00:00:00,f,2000.0,"$2,000.00",3.0,90.0,2021,5,05-03,2021-05-03,Mon
662323,2413322,2021-02-07 00:00:00,t,31.0,$31.00,31.0,1125.0,2021,2,02-07,2021-02-07,Sun
9299903,34392126,2020-09-08 00:00:00,t,449.0,$449.00,30.0,1125.0,2020,9,09-08,2020-09-08,Tue
7397293,28541943,2020-10-08 00:00:00,t,33.0,$33.00,2.0,300.0,2020,10,10-08,2020-10-08,Thr
1632505,6912150,2020-08-17 00:00:00,t,397.0,$397.00,1.0,1125.0,2020,8,08-17,2020-08-17,Mon
33018,11511,2020-12-13 00:00:00,f,195.0,$195.00,30.0,365.0,2020,12,12-13,2020-12-13,Sun
7319542,28335429,2021-04-07 00:00:00,t,800.0,$800.00,5.0,1125.0,2021,4,04-07,2021-04-07,Wed
8919197,33428822,2021-04-07 00:00:00,t,189.0,$189.00,3.0,1125.0,2021,4,04-07,2021-04-07,Wed
2448957,11422492,2021-01-31 00:00:00,t,127.0,$127.00,3.0,1125.0,2021,1,01-31,2021-01-31,Sun
7480917,28886849,2020-07-07 00:00:00,f,225.0,$225.00,3.0,1125.0,2020,7,07-07,2020-07-07,Tue
10684674,38379127,2020-10-12 00:00:00,t,188.0,$188.00,1.0,1125.0,2020,10,10-12,2020-10-12,Mon
4755966,20224596,2020-10-24 00:00:00,f,200.0,$200.00,2.0,1125.0,2020,10,10-24,2020-10-24,Sat
12984279,42708867,2021-01-08 00:00:00,f,206.0,$206.00,1.0,1125.0,2021,1,01-08,2021-01-08,Fri
8957994,33428507,2020-12-20 00:00:00,f,49.0,$49.00,2.0,7.0,2020,12,12-20,2020-12-20,Sun
2701968,12811900,2020-10-31 00:00:00,f,96.0,$96.00,1.0,1125.0,2020,10,10-31,2020-10-31,Sat
8698247,32726350,2020-12-16 00:00:00,t,250.0,$250.00,30.0,365.0,2020,12,12-16,2020-12-16,Wed
12649593,42047288,2020-11-16 00:00:00,t,45.0,$45.00,7.0,1125.0,2020,11,11-16,2020-11-16,Mon
2308580,10460757,2020-09-28 00:00:00,t,194.0,$194.00,30.0,365.0,2020,9,09-28,2020-09-28,Mon
7488479,28892488,2020-05-14 00:00:00,f,133.0,$133.00,31.0,1125.0,2020,5,05-14,2020-05-14,Thr
4147455,18230578,2020-06-05 00:00:00,t,40.0,$40.00,2.0,30.0,2020,6,06-05,2020-06-05,Fri
8414258,31827195,2021-03-21 00:00:00,f,129.0,$129.00,1.0,1125.0,2021,3,03-21,2021-03-21,Sun
10660974,38352033,2020-12-29 00:00:00,t,95.0,$95.00,30.0,1125.0,2020,12,12-29,2020-12-29,Tue
12992241,42710671,2020-12-11 00:00:00,t,19.0,$19.00,1.0,365.0,2020,12,12-11,2020-12-11,Fri
10110168,36764319,2020-11-20 00:00:00,f,233.0,$233.00,30.0,1125.0,2020,11,11-20,2020-11-20,Fri
2602266,12111930,2020-06-22 00:00:00,f,99.0,$99.00,2.0,9.0,2020,6,06-22,2020-06-22,Mon
8033130,30515120,2021-02-28 00:00:00,f,125.0,$125.00,14.0,1125.0,2021,2,02-28,2021-02-28,Sun
5563056,22363224,2021-03-16 00:00:00,f,135.0,$135.00,2.0,12.0,2021,3,03-16,2021-03-16,Tue
7807835,29847840,2020-07-16 00:00:00,f,140.0,$140.00,7.0,30.0,2020,7,07-16,2020-07-16,Thr
1201177,5138357,2020-07-04 00:00:00,f,55.0,$55.00,1.0,30.0,2020,7,07-04,2020-07-04,Sat
6024853,23689960,2021-03-19 00:00:00,f,82.0,$82.00,2.0,1125.0,2021,3,03-19,2021-03-19,Fri
3687994,16383969,2021-01-09 00:00:00,t,172.0,$172.00,30.0,1125.0,2021,1,01-09,2021-01-09,Sat
2817048,13168102,2021-01-09 00:00:00,t,65.0,$65.00,2.0,20.0,2021,1,01-09,2021-01-09,Sat
3740136,16617589,2020-07-14 00:00:00,t,75.0,$75.00,1.0,1125.0,2020,7,07-14,2020-07-14,Tue
12375021,41726289,2020-07-03 00:00:00,t,24.0,$24.00,1.0,365.0,2020,7,07-03,2020-07-03,Fri
4468429,19314276,2021-01-01 00:00:00,t,129.0,$129.00,30.0,360.0,2021,1,01-01,2021-01-01,Fri
230716,622570,2020-11-24 00:00:00,t,855.0,$855.00,7.0,365.0,2020,11,11-24,2020-11-24,Tue
7454960,28719615,2020-09-30 00:00:00,f,200.0,$200.00,4.0,1125.0,2020,9,09-30,2020-09-30,Wed
1581743,6994188,2020-12-06 00:00:00,f,200.0,$200.00,1.0,1125.0,2020,12,12-06,2020-12-06,Sun
10289500,37365225,2021-04-21 00:00:00,f,80.0,$80.00,2.0,1125.0,2021,4,04-21,2021-04-21,Wed
12386678,41666663,2021-05-07 00:00:00,t,80.0,$80.00,30.0,1125.0,2021,5,05-07,2021-05-07,Fri
9129940,33915880,2020-08-05 00:00:00,t,85.0,$85.00,2.0,1125.0,2020,8,08-05,2020-08-05,Wed
12526594,41965699,2021-01-03 00:00:00,f,35.0,$35.00,6.0,1125.0,2021,1,01-03,2021-01-03,Sun
8866480,33166923,2021-03-02 00:00:00,t,109.0,$109.00,31.0,1125.0,2021,3,03-02,2021-03-02,Tue
12150248,41267335,2020-12-28 00:00:00,f,135.0,$135.00,2.0,1125.0,2020,12,12-28,2020-12-28,Mon
1285594,5501093,2021-04-30 00:00:00,f,299.0,$299.00,1.0,1125.0,2021,4,04-30,2021-04-30,Fri
5741642,22848689,2021-01-20 00:00:00,f,24.0,$24.00,3.0,7.0,2021,1,01-20,2021-01-20,Wed
2061193,9300677,2020-12-11 00:00:00,t,50.0,$50.00,30.0,1125.0,2020,12,12-11,2020-12-11,Fri
4759627,19953729,2020-08-04 00:00:00,t,45.0,$45.00,30.0,1125.0,2020,8,08-04,2020-08-04,Tue
3394238,15327904,2021-03-02 00:00:00,t,265.0,$265.00,30.0,90.0,2021,3,03-02,2021-03-02,Tue
178943,565873,2021-04-10 00:00:00,t,300.0,$300.00,30.0,1125.0,2021,4,04-10,2021-04-10,Sat
1573866,6972777,2020-07-21 00:00:00,t,68.0,$68.00,1.0,15.0,2020,7,07-21,2020-07-21,Tue
878403,3304088,2020-09-12 00:00:00,t,64.0,$64.00,1.0,1125.0,2020,9,09-12,2020-09-12,Sat
11099693,39273830,2020-07-01 00:00:00,f,315.0,$315.00,1.0,28.0,2020,7,07-01,2020-07-01,Wed
10459704,37751052,2020-08-02 00:00:00,t,349.0,$349.00,2.0,1125.0,2020,8,08-02,2020-08-02,Sun
4253680,18649458,2021-03-25 00:00:00,f,1000.0,"$1,000.00",1.0,1.0,2021,3,03-25,2021-03-25,Thr
9781205,35806237,2020-07-11 00:00:00,t,139.0,$139.00,30.0,1125.0,2020,7,07-11,2020-07-11,Sat
2224367,10015748,2020-10-31 00:00:00,f,1000.0,"$1,000.00",1.0,1125.0,2020,10,10-31,2020-10-31,Sat
12042834,41013488,2020-12-16 00:00:00,t,99.0,$99.00,1.0,1125.0,2020,12,12-16,2020-12-16,Wed
2567032,11738654,2020-05-31 00:00:00,f,137.0,$137.00,1.0,20.0,2020,5,05-31,2020-05-31,Sun
4940571,20743832,2020-07-12 00:00:00,t,90.0,$90.00,30.0,30.0,2020,7,07-12,2020-07-12,Sun
3730103,16437992,2020-06-24 00:00:00,t,69.0,$69.00,2.0,14.0,2020,6,06-24,2020-06-24,Wed
12999693,42662537,2020-05-31 00:00:00,f,50.0,$50.00,31.0,1000.0,2020,5,05-31,2020-05-31,Sun
9003181,33339737,2020-08-10 00:00:00,t,45.0,$45.00,30.0,150.0,2020,8,08-10,2020-08-10,Mon
1252801,5329330,2020-11-25 00:00:00,f,150.0,$150.00,2.0,10.0,2020,11,11-25,2020-11-25,Wed
862737,3290881,2020-11-22 00:00:00,t,35.0,$35.00,31.0,1125.0,2020,11,11-22,2020-11-22,Sun
4141388,18226629,2021-05-06 00:00:00,f,90.0,$90.00,1.0,1125.0,2021,5,05-06,2021-05-06,Thr
790332,3325303,2021-03-04 00:00:00,f,67.0,$67.00,1.0,1125.0,2021,3,03-04,2021-03-04,Thr
8434835,31854814,2020-09-13 00:00:00,t,3999.0,"$3,999.00",30.0,365.0,2020,9,09-13,2020-09-13,Sun
6816302,26475519,2020-10-13 00:00:00,f,77.0,$77.00,25.0,65.0,2020,10,10-13,2020-10-13,Tue
10332402,37432065,2020-05-24 00:00:00,t,400.0,$400.00,3.0,1125.0,2020,5,05-24,2020-05-24,Sun
10362941,34904994,2021-01-25 00:00:00,t,88.0,$88.00,30.0,1125.0,2021,1,01-25,2021-01-25,Mon
9645830,32989114,2020-12-27 00:00:00,f,95.0,$95.00,2.0,1125.0,2020,12,12-27,2020-12-27,Sun
12539213,39732604,2020-10-30 00:00:00,f,115.0,$115.00,2.0,1125.0,2020,10,10-30,2020-10-30,Fri
7144637,25779352,2020-06-18 00:00:00,f,70.0,$70.00,3.0,30.0,2020,6,06-18,2020-06-18,Thr
11252896,37157382,2020-11-09 00:00:00,f,160.0,$160.00,2.0,32.0,2020,11,11-09,2020-11-09,Mon
1832050,7483883,2020-04-29 00:00:00,t,58.0,$58.00,30.0,1125.0,2020,4,04-29,2020-04-29,Wed
7432526,26603503,2021-01-07 00:00:00,f,135.0,$135.00,3.0,365.0,2021,1,01-07,2021-01-07,Thr
10022886,34022701,2021-01-29 00:00:00,f,265.0,$265.00,3.0,1125.0,2021,1,01-29,2021-01-29,Fri
3080167,13478984,2020-05-30 00:00:00,t,242.0,$242.00,2.0,90.0,2020,5,05-30,2020-05-30,Sat
13401837,41036110,2020-06-01 00:00:00,f,25.0,$25.00,1.0,1125.0,2020,6,06-01,2020-06-01,Mon
5029242,20070651,2020-02-18 00:00:00,f,70.0,$70.00,120.0,1125.0,2020,2,02-18,2020-02-18,Tue
5758300,21767796,2020-04-14 00:00:00,f,545.0,$545.00,1.0,27.0,2020,4,04-14,2020-04-14,Tue
1588371,6627354,2020-04-23 00:00:00,f,108.0,$108.00,2.0,1125.0,2020,4,04-23,2020-04-23,Thr
12498665,39701009,2020-08-17 00:00:00,f,179.0,$179.00,2.0,1125.0,2020,8,08-17,2020-08-17,Mon
12622572,39898543,2020-08-17 00:00:00,f,250.0,$250.00,30.0,1125.0,2020,8,08-17,2020-08-17,Mon
11405152,37543012,2020-08-26 00:00:00,t,89.0,$89.00,30.0,365.0,2020,8,08-26,2020-08-26,Wed
9688554,33223999,2020-11-09 00:00:00,f,140.0,$140.00,1.0,1125.0,2020,11,11-09,2020-11-09,Mon
679928,2515452,2020-05-17 00:00:00,t,1500.0,"$1,500.00",3.0,1125.0,2020,5,05-17,2020-05-17,Sun
12165266,39089191,2020-10-08 00:00:00,t,195.0,$195.00,3.0,1125.0,2020,10,10-08,2020-10-08,Thr
2436456,10378768,2020-11-01 00:00:00,t,132.0,$132.00,1.0,365.0,2020,11,11-01,2020-11-01,Sun
9584701,33016391,2020-07-27 00:00:00,f,110.0,$110.00,30.0,1125.0,2020,7,07-27,2020-07-27,Mon
7589210,27204456,2020-06-21 00:00:00,t,95.0,$95.00,1.0,90.0,2020,6,06-21,2020-06-21,Sun
5586269,21324464,2020-05-13 00:00:00,f,70.0,$70.00,5.0,30.0,2020,5,05-13,2020-05-13,Wed
1604785,6643091,2020-10-14 00:00:00,f,118.0,$118.00,2.0,1125.0,2020,10,10-14,2020-10-14,Wed
2620374,11581443,2020-07-15 00:00:00,f,511.0,$511.00,1.0,1125.0,2020,7,07-15,2020-07-15,Wed
9377288,32520846,2020-06-11 00:00:00,f,110.0,$105.00,2.0,25.0,2020,6,06-11,2020-06-11,Thr
109471,262395,2020-08-06 00:00:00,f,330.0,$330.00,30.0,365.0,2020,8,08-06,2020-08-06,Thr
7463619,26779790,2020-06-19 00:00:00,f,198.0,$198.00,30.0,1125.0,2020,6,06-19,2020-06-19,Fri
13666547,41375160,2020-08-22 00:00:00,f,188.0,$188.00,30.0,1125.0,2020,8,08-22,2020-08-22,Sat
3377630,14407767,2020-05-03 00:00:00,f,105.0,$105.00,1.0,180.0,2020,5,05-03,2020-05-03,Sun
9908169,33743265,2020-07-24 00:00:00,t,147.0,$147.00,3.0,1125.0,2020,7,07-24,2020-07-24,Fri
2797250,12275363,2020-07-27 00:00:00,f,129.0,$129.00,30.0,1125.0,2020,7,07-27,2020-07-27,Mon
2234547,9528284,2020-10-21 00:00:00,f,150.0,$150.00,2.0,1125.0,2020,10,10-21,2020-10-21,Wed
2377734,10098599,2020-04-06 00:00:00,t,200.0,$200.00,2.0,1125.0,2020,4,04-06,2020-04-06,Mon
2096033,8890066,2020-12-01 00:00:00,f,130.0,$130.00,2.0,1125.0,2020,12,12-01,2020-12-01,Tue
8099431,28759864,2020-02-26 00:00:00,t,199.0,$199.00,2.0,90.0,2020,2,02-26,2020-02-26,Wed
10392443,34977905,2020-05-28 00:00:00,t,110.0,$110.00,30.0,90.0,2020,5,05-28,2020-05-28,Thr
8312110,29343468,2020-08-27 00:00:00,t,90.0,$90.00,30.0,90.0,2020,8,08-27,2020-08-27,Thr
7791673,27630434,2020-03-02 00:00:00,t,210.0,$210.00,2.0,90.0,2020,3,03-02,2020-03-02,Mon
4109130,16815543,2020-03-12 00:00:00,f,61.0,$61.00,1.0,2.0,2020,3,03-12,2020-03-12,Thr
11494585,37714824,2020-03-12 00:00:00,f,209.0,$209.00,1.0,1125.0,2020,3,03-12,2020-03-12,Thr
9854431,33663635,2020-09-08 00:00:00,f,78.0,$78.00,2.0,1125.0,2020,9,09-08,2020-09-08,Tue
5585755,21382532,2020-11-07 00:00:00,f,134.0,$134.00,2.0,21.0,2020,11,11-07,2020-11-07,Sat
6313216,23128405,2020-08-06 00:00:00,t,299.0,$299.00,1.0,1125.0,2020,8,08-06,2020-08-06,Thr
7302340,26086822,2020-06-20 00:00:00,t,199.0,$199.00,1.0,1125.0,2020,6,06-20,2020-06-20,Sat
7277866,26066508,2020-06-23 00:00:00,f,194.0,$194.00,30.0,1125.0,2020,6,06-23,2020-06-23,Tue
3510533,14694629,2020-07-05 00:00:00,t,144.0,$144.00,30.0,1125.0,2020,7,07-05,2020-07-05,Sun
7949669,28226957,2020-08-03 00:00:00,t,65.0,$65.00,1.0,1125.0,2020,8,08-03,2020-08-03,Mon
570145,1811850,2020-12-21 00:00:00,f,75.0,$75.00,30.0,365.0,2020,12,12-21,2020-12-21,Mon
13112968,40536043,2020-03-21 00:00:00,t,250.0,$250.00,20.0,90.0,2020,3,03-21,2020-03-21,Sat
5496152,21242490,2020-10-09 00:00:00,t,45.0,$45.00,1.0,1125.0,2020,10,10-09,2020-10-09,Fri
9142143,31655445,2021-01-30 00:00:00,t,111.0,$111.00,2.0,1125.0,2021,1,01-30,2021-01-30,Sat
7180891,25889681,2020-09-02 00:00:00,f,39.0,$39.00,1.0,1125.0,2020,9,09-02,2020-09-02,Wed
3591510,15070636,2020-12-01 00:00:00,f,990.0,$990.00,31.0,120.0,2020,12,12-01,2020-12-01,Tue
4727390,19196519,2020-04-22 00:00:00,t,899.0,$899.00,3.0,1125.0,2020,4,04-22,2020-04-22,Wed
6426940,23507760,2020-03-03 00:00:00,t,80.0,$80.00,2.0,7.0,2020,3,03-03,2020-03-03,Tue
1233876,4873585,2020-04-16 00:00:00,t,200.0,$200.00,30.0,1125.0,2020,4,04-16,2020-04-16,Thr
5359521,20858512,2020-06-29 00:00:00,f,40.0,$40.00,2.0,1125.0,2020,6,06-29,2020-06-29,Mon
9735522,33397503,2020-06-20 00:00:00,t,85.0,$85.00,180.0,250.0,2020,6,06-20,2020-06-20,Sat
