,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights,year,month,partial_date,clean_date,weekofday
3563734,8597111,2018-07-17 00:00:00,t,75.0,,,,2018,7,07-17,2018-07-17,Tue
3299451,6403510,2019-03-13 00:00:00,t,116.0,,,,2019,3,03-13,2019-03-13,Wed
12051070,2303664,2018-09-19 00:00:00,t,104.0,,,,2018,9,09-19,2018-09-19,Wed
389831,15904225,2019-03-02 00:00:00,t,159.0,,,,2019,3,03-02,2019-03-02,Sat
3951531,6131694,2019-02-26 00:00:00,f,,,,,2019,2,02-26,2019-02-26,Tue
14417894,14057888,2019-03-08 00:00:00,t,75.0,,,,2019,3,03-08,2019-03-08,Fri
10086576,22685263,2018-11-24 00:00:00,f,,,,,2018,11,11-24,2018-11-24,Sat
6677654,692596,2018-05-31 00:00:00,t,89.0,,,,2018,5,05-31,2018-05-31,Thr
11082595,18271947,2019-01-30 00:00:00,t,59.0,,,,2019,1,01-30,2019-01-30,Wed
8152473,2401183,2018-10-23 00:00:00,f,,,,,2018,10,10-23,2018-10-23,Tue
7166660,23143027,2019-03-23 00:00:00,t,106.0,,,,2019,3,03-23,2019-03-23,Sat
12409076,17174096,2018-11-20 00:00:00,f,,,,,2018,11,11-20,2018-11-20,Tue
13175683,10391258,2018-08-04 00:00:00,t,125.0,,,,2018,8,08-04,2018-08-04,Sat
7133491,11463528,2018-07-17 00:00:00,f,,,,,2018,7,07-17,2018-07-17,Tue
10158913,17881941,2018-09-18 00:00:00,t,247.0,,,,2018,9,09-18,2018-09-18,Tue
91120,20762899,2018-06-25 00:00:00,t,50.0,,,,2018,6,06-25,2018-06-25,Mon
247159,19807954,2019-01-12 00:00:00,t,48.0,,,,2019,1,01-12,2019-01-12,Sat
8956486,13928845,2018-11-19 00:00:00,f,,,,,2018,11,11-19,2018-11-19,Mon
11172042,16929266,2018-11-18 00:00:00,f,,,,,2018,11,11-18,2018-11-18,Sun
13383126,22735333,2019-03-23 00:00:00,t,75.0,,,,2019,3,03-23,2019-03-23,Sat
8673399,13813795,2018-07-05 00:00:00,t,54.0,,,,2018,7,07-05,2018-07-05,Thr
2336518,18509915,2018-12-03 00:00:00,t,38.0,,,,2018,12,12-03,2018-12-03,Mon
14480861,9118874,2018-09-20 00:00:00,t,73.0,,,,2018,9,09-20,2018-09-20,Thr
5475804,16124465,2019-01-05 00:00:00,t,2900.0,,,,2019,1,01-05,2019-01-05,Sat
13187188,15747712,2019-01-26 00:00:00,f,,,,,2019,1,01-26,2019-01-26,Sat
9470919,23923400,2018-08-18 00:00:00,t,265.0,,,,2018,8,08-18,2018-08-18,Sat
3110016,7938761,2018-10-01 00:00:00,t,319.0,,,,2018,10,10-01,2018-10-01,Mon
12431707,18563851,2018-09-29 00:00:00,f,,,,,2018,9,09-29,2018-09-29,Sat
2104908,23233232,2018-06-25 00:00:00,f,,,,,2018,6,06-25,2018-06-25,Mon
3248979,24398504,2018-12-22 00:00:00,t,187.0,,,,2018,12,12-22,2018-12-22,Sat
10177776,19969757,2018-11-30 00:00:00,t,399.0,,,,2018,11,11-30,2018-11-30,Fri
3817400,24377044,2018-09-22 00:00:00,f,,,,,2018,9,09-22,2018-09-22,Sat
7699198,13530049,2019-03-13 00:00:00,f,,,,,2019,3,03-13,2019-03-13,Wed
3530645,3124340,2019-05-10 00:00:00,f,,,,,2019,5,05-10,2019-05-10,Fri
8987815,17320749,2019-03-07 00:00:00,f,,,,,2019,3,03-07,2019-03-07,Thr
8250008,6379109,2018-08-04 00:00:00,f,,,,,2018,8,08-04,2018-08-04,Sat
6968689,17602292,2018-12-13 00:00:00,t,600.0,,,,2018,12,12-13,2018-12-13,Thr
9165475,20435042,2018-06-17 00:00:00,f,,,,,2018,6,06-17,2018-06-17,Sun
8307506,5546221,2018-11-27 00:00:00,f,,,,,2018,11,11-27,2018-11-27,Tue
1995850,17329484,2019-04-09 00:00:00,f,,,,,2019,4,04-09,2019-04-09,Tue
8035595,3011412,2018-10-26 00:00:00,t,500.0,,,,2018,10,10-26,2018-10-26,Fri
815290,11588946,2019-05-06 00:00:00,f,,,,,2019,5,05-06,2019-05-06,Mon
9425617,16081764,2018-08-13 00:00:00,f,,,,,2018,8,08-13,2018-08-13,Mon
14244353,8519792,2018-09-21 00:00:00,t,650.0,,,,2018,9,09-21,2018-09-21,Fri
11590121,5708026,2018-12-10 00:00:00,f,,,,,2018,12,12-10,2018-12-10,Mon
9432187,15535185,2019-02-20 00:00:00,f,,,,,2019,2,02-20,2019-02-20,Wed
6924142,17670660,2018-08-17 00:00:00,f,,,,,2018,8,08-17,2018-08-17,Fri
5353256,17778994,2018-08-10 00:00:00,t,295.0,,,,2018,8,08-10,2018-08-10,Fri
6556691,19458854,2019-01-27 00:00:00,f,,,,,2019,1,01-27,2019-01-27,Sun
4992322,10475942,2019-02-15 00:00:00,t,38.0,,,,2019,2,02-15,2019-02-15,Fri
5104914,8846070,2019-02-11 00:00:00,f,,,,,2019,2,02-11,2019-02-11,Mon
3502539,14746900,2018-03-07 00:00:00,f,,,,,2018,3,03-07,2018-03-07,Wed
7127240,23483754,2018-05-27 00:00:00,t,149.0,,,,2018,5,05-27,2018-05-27,Sun
12292920,956342,2018-10-28 00:00:00,t,120.0,,,,2018,10,10-28,2018-10-28,Sun
8296827,14431750,2019-02-22 00:00:00,f,,,,,2019,2,02-22,2019-02-22,Fri
2178345,17076350,2018-11-26 00:00:00,f,,,,,2018,11,11-26,2018-11-26,Mon
5284128,19408452,2018-12-23 00:00:00,t,704.0,,,,2018,12,12-23,2018-12-23,Sun
10000919,20256763,2018-05-25 00:00:00,f,,,,,2018,5,05-25,2018-05-25,Fri
8271376,18414094,2018-07-27 00:00:00,f,,,,,2018,7,07-27,2018-07-27,Fri
13414128,21014806,2019-02-22 00:00:00,f,,,,,2019,2,02-22,2019-02-22,Fri
4772037,11628861,2019-02-07 00:00:00,f,,,,,2019,2,02-07,2019-02-07,Thr
7358178,9033864,2018-07-20 00:00:00,t,150.0,,,,2018,7,07-20,2018-07-20,Fri
2260118,19791557,2019-01-27 00:00:00,f,,,,,2019,1,01-27,2019-01-27,Sun
9017993,16312786,2018-11-03 00:00:00,f,,,,,2018,11,11-03,2018-11-03,Sat
2781058,15872614,2018-09-14 00:00:00,t,179.0,,,,2018,9,09-14,2018-09-14,Fri
11127770,22795398,2019-02-20 00:00:00,t,60.0,,,,2019,2,02-20,2019-02-20,Wed
3102650,17419508,2018-09-03 00:00:00,t,115.0,,,,2018,9,09-03,2018-09-03,Mon
4423868,11273617,2018-12-15 00:00:00,t,25.0,,,,2018,12,12-15,2018-12-15,Sat
9871256,22635961,2018-07-13 00:00:00,t,37.0,,,,2018,7,07-13,2018-07-13,Fri
11443970,4824631,2018-10-05 00:00:00,t,199.0,,,,2018,10,10-05,2018-10-05,Fri
3488131,12057747,2019-03-02 00:00:00,t,70.0,,,,2019,3,03-02,2019-03-02,Sat
8930510,16583652,2018-09-17 00:00:00,f,,,,,2018,9,09-17,2018-09-17,Mon
11364579,6538649,2018-04-06 00:00:00,t,90.0,,,,2018,4,04-06,2018-04-06,Fri
2206367,9119015,2018-12-24 00:00:00,f,,,,,2018,12,12-24,2018-12-24,Mon
13354816,22518541,2018-08-10 00:00:00,f,,,,,2018,8,08-10,2018-08-10,Fri
12110679,371373,2018-03-28 00:00:00,f,,,,,2018,3,03-28,2018-03-28,Wed
1625009,20173067,2019-02-06 00:00:00,t,45.0,,,,2019,2,02-06,2019-02-06,Wed
1704517,18796256,2018-04-08 00:00:00,f,,,,,2018,4,04-08,2018-04-08,Sun
2089895,6990881,2018-06-09 00:00:00,t,124.0,,,,2018,6,06-09,2018-06-09,Sat
8409770,13862860,2018-09-18 00:00:00,f,,,,,2018,9,09-18,2018-09-18,Tue
12536687,22232509,2019-02-02 00:00:00,t,264.0,,,,2019,2,02-02,2019-02-02,Sat
8818892,20992942,2018-09-10 00:00:00,f,,,,,2018,9,09-10,2018-09-10,Mon
7286846,22997790,2018-03-20 00:00:00,f,,,,,2018,3,03-20,2018-03-20,Tue
11597683,9332660,2018-06-29 00:00:00,f,,,,,2018,6,06-29,2018-06-29,Fri
897225,4217816,2018-10-11 00:00:00,f,,,,,2018,10,10-11,2018-10-11,Thr
8010121,4365186,2018-08-22 00:00:00,t,199.0,,,,2018,8,08-22,2018-08-22,Wed
12467069,12658726,2018-06-20 00:00:00,t,149.0,,,,2018,6,06-20,2018-06-20,Wed
9623108,17990998,2018-07-01 00:00:00,t,183.0,,,,2018,7,07-01,2018-07-01,Sun
3060410,15933638,2018-06-29 00:00:00,f,,,,,2018,6,06-29,2018-06-29,Fri
3891408,1785575,2018-09-26 00:00:00,t,235.0,,,,2018,9,09-26,2018-09-26,Wed
3994592,16918135,2018-09-08 00:00:00,t,175.0,,,,2018,9,09-08,2018-09-08,Sat
8058147,10812470,2019-01-23 00:00:00,t,115.0,,,,2019,1,01-23,2019-01-23,Wed
1083333,20806460,2019-02-18 00:00:00,t,299.0,,,,2019,2,02-18,2019-02-18,Mon
1760494,17451486,2018-10-27 00:00:00,t,175.0,,,,2018,10,10-27,2018-10-27,Sat
9172822,10697785,2018-12-19 00:00:00,t,48.0,,,,2018,12,12-19,2018-12-19,Wed
7656300,4191637,2019-01-06 00:00:00,t,199.0,,,,2019,1,01-06,2019-01-06,Sun
7377762,11904794,2019-02-18 00:00:00,f,,,,,2019,2,02-18,2019-02-18,Mon
2757037,23470308,2018-07-06 00:00:00,f,,,,,2018,7,07-06,2018-07-06,Fri
13984452,23310706,2018-08-12 00:00:00,t,178.0,,,,2018,8,08-12,2018-08-12,Sun
8191872,11583565,2018-09-09 00:00:00,t,53.0,,,,2018,9,09-09,2018-09-09,Sun
5899935,2611276,2018-12-11 00:00:00,t,130.0,,,,2018,12,12-11,2018-12-11,Tue
12550837,20946459,2019-01-12 00:00:00,f,,,,,2019,1,01-12,2019-01-12,Sat
4806390,18271336,2018-12-27 00:00:00,t,223.0,,,,2018,12,12-27,2018-12-27,Thr
415199,11116617,2018-08-25 00:00:00,f,,,,,2018,8,08-25,2018-08-25,Sat
5990272,18490980,2018-06-22 00:00:00,f,,,,,2018,6,06-22,2018-06-22,Fri
13652951,15192613,2018-10-07 00:00:00,t,249.0,,,,2018,10,10-07,2018-10-07,Sun
13711102,22374276,2018-05-23 00:00:00,t,57.0,,,,2018,5,05-23,2018-05-23,Wed
13484192,8647493,2018-03-10 00:00:00,f,,,,,2018,3,03-10,2018-03-10,Sat
7208899,9769485,2018-10-07 00:00:00,f,,,,,2018,10,10-07,2018-10-07,Sun
2555733,20134600,2019-03-03 00:00:00,f,,,,,2019,3,03-03,2019-03-03,Sun
8435134,17409084,2018-03-23 00:00:00,f,,,,,2018,3,03-23,2018-03-23,Fri
6355561,20332750,2018-09-06 00:00:00,t,236.0,,,,2018,9,09-06,2018-09-06,Thr
280164,20606733,2018-07-02 00:00:00,f,,,,,2018,7,07-02,2018-07-02,Mon
8411606,9653567,2018-06-11 00:00:00,f,,,,,2018,6,06-11,2018-06-11,Mon
6681191,23414913,2019-01-17 00:00:00,t,289.0,,,,2019,1,01-17,2019-01-17,Thr
9498207,19171790,2018-07-11 00:00:00,f,,,,,2018,7,07-11,2018-07-11,Wed
10441307,3512600,2018-09-24 00:00:00,t,127.0,,,,2018,9,09-24,2018-09-24,Mon
5320656,8975372,2019-01-14 00:00:00,f,,,,,2019,1,01-14,2019-01-14,Mon
13234956,16738953,2019-01-09 00:00:00,t,85.0,,,,2019,1,01-09,2019-01-09,Wed
14061390,15770875,2018-09-01 00:00:00,f,,,,,2018,9,09-01,2018-09-01,Sat
11769552,22619704,2018-10-31 00:00:00,f,,,,,2018,10,10-31,2018-10-31,Wed
9106724,19036964,2018-04-01 00:00:00,f,,,,,2018,4,04-01,2018-04-01,Sun
7046269,10363988,2018-05-01 00:00:00,f,,,,,2018,5,05-01,2018-05-01,Tue
4064784,1256361,2018-10-05 00:00:00,f,,,,,2018,10,10-05,2018-10-05,Fri
7477109,21487565,2018-09-19 00:00:00,t,951.0,,,,2018,9,09-19,2018-09-19,Wed
12103335,9390274,2018-11-12 00:00:00,t,200.0,,,,2018,11,11-12,2018-11-12,Mon
13581408,21114970,2018-09-09 00:00:00,f,,,,,2018,9,09-09,2018-09-09,Sun
10519381,7699107,2018-12-16 00:00:00,t,99.0,,,,2018,12,12-16,2018-12-16,Sun
3840168,6120333,2019-03-04 00:00:00,t,174.0,,,,2019,3,03-04,2019-03-04,Mon
13634430,18026078,2019-02-04 00:00:00,t,77.0,,,,2019,2,02-04,2019-02-04,Mon
12142751,13310605,2018-11-11 00:00:00,f,,,,,2018,11,11-11,2018-11-11,Sun
3785093,21500306,2019-01-23 00:00:00,t,25.0,,,,2019,1,01-23,2019-01-23,Wed
4940652,5684688,2019-02-22 00:00:00,t,55.0,,,,2019,2,02-22,2019-02-22,Fri
11213358,13392973,2019-02-03 00:00:00,f,,,,,2019,2,02-03,2019-02-03,Sun
12926206,14472873,2018-11-13 00:00:00,t,53.0,,,,2018,11,11-13,2018-11-13,Tue
1853021,2181389,2018-12-03 00:00:00,f,,,,,2018,12,12-03,2018-12-03,Mon
12860768,18062462,2018-03-14 00:00:00,t,38.0,,,,2018,3,03-14,2018-03-14,Wed
8045987,47859,2018-05-18 00:00:00,t,150.0,,,,2018,5,05-18,2018-05-18,Fri
3671840,21878145,2018-11-25 00:00:00,f,,,,,2018,11,11-25,2018-11-25,Sun
14038581,16406714,2018-04-24 00:00:00,t,75.0,,,,2018,4,04-24,2018-04-24,Tue
5447161,14066689,2018-12-26 00:00:00,f,,,,,2018,12,12-26,2018-12-26,Wed
404500,558178,2018-09-19 00:00:00,f,,,,,2018,9,09-19,2018-09-19,Wed
7917360,13029281,2018-10-13 00:00:00,t,131.0,,,,2018,10,10-13,2018-10-13,Sat
3432849,21087283,2019-02-11 00:00:00,f,,,,,2019,2,02-11,2019-02-11,Mon
4244656,6834471,2018-01-14 00:00:00,t,99.0,,,,2018,1,01-14,2018-01-14,Sun
2657056,17766457,2017-07-28 00:00:00,t,250.0,,,,2017,7,07-28,2017-07-28,Fri
4850156,12549689,2018-03-14 00:00:00,f,,,,,2018,3,03-14,2018-03-14,Wed
5605910,2711135,2018-02-05 00:00:00,t,114.0,,,,2018,2,02-05,2018-02-05,Mon
7661980,17556005,2017-08-10 00:00:00,f,,,,,2017,8,08-10,2017-08-10,Thr
6639725,10141153,2018-04-22 00:00:00,f,,,,,2018,4,04-22,2018-04-22,Sun
7523296,17861840,2017-07-07 00:00:00,t,76.0,,,,2017,7,07-07,2017-07-07,Fri
1796977,16593888,2017-11-21 00:00:00,f,,,,,2017,11,11-21,2017-11-21,Tue
8927513,918738,2017-05-23 00:00:00,f,,,,,2017,5,05-23,2017-05-23,Tue
10916020,7071928,2017-06-06 00:00:00,t,160.0,,,,2017,6,06-06,2017-06-06,Tue
1727444,14256038,2017-08-11 00:00:00,f,,,,,2017,8,08-11,2017-08-11,Fri
1379459,8740534,2017-12-29 00:00:00,f,,,,,2017,12,12-29,2017-12-29,Fri
6127528,15027101,2018-01-23 00:00:00,f,,,,,2018,1,01-23,2018-01-23,Tue
11272607,16246564,2018-01-18 00:00:00,f,,,,,2018,1,01-18,2018-01-18,Thr
1493651,7735532,2017-11-12 00:00:00,t,94.0,,,,2017,11,11-12,2017-11-12,Sun
1363735,17702768,2017-12-07 00:00:00,t,134.0,,,,2017,12,12-07,2017-12-07,Thr
8457761,18358479,2017-05-20 00:00:00,t,179.0,,,,2017,5,05-20,2017-05-20,Sat
1279173,4112101,2018-03-22 00:00:00,f,,,,,2018,3,03-22,2018-03-22,Thr
7869106,14875612,2018-02-20 00:00:00,f,,,,,2018,2,02-20,2018-02-20,Tue
5812347,15164954,2018-02-04 00:00:00,t,106.0,,,,2018,2,02-04,2018-02-04,Sun
5767935,13998208,2017-10-09 00:00:00,t,138.0,,,,2017,10,10-09,2017-10-09,Mon
3517321,13432336,2017-09-28 00:00:00,f,,,,,2017,9,09-28,2017-09-28,Thr
678498,5708593,2017-06-08 00:00:00,t,80.0,,,,2017,6,06-08,2017-06-08,Thr
415609,14853211,2018-03-13 00:00:00,f,,,,,2018,3,03-13,2018-03-13,Tue
4909311,459879,2018-03-01 00:00:00,f,,,,,2018,3,03-01,2018-03-01,Thr
604833,9047169,2018-03-13 00:00:00,f,,,,,2018,3,03-13,2018-03-13,Tue
3694286,13428460,2017-08-29 00:00:00,t,129.0,,,,2017,8,08-29,2017-08-29,Tue
9885082,1891175,2017-11-29 00:00:00,t,275.0,,,,2017,11,11-29,2017-11-29,Wed
7065328,4949735,2018-01-07 00:00:00,t,106.0,,,,2018,1,01-07,2018-01-07,Sun
1417395,8125874,2018-01-22 00:00:00,f,,,,,2018,1,01-22,2018-01-22,Mon
11164404,16964341,2017-12-04 00:00:00,f,,,,,2017,12,12-04,2017-12-04,Mon
432513,10175417,2017-05-13 00:00:00,f,,,,,2017,5,05-13,2017-05-13,Sat
10624426,14276092,2018-04-26 00:00:00,t,266.0,,,,2018,4,04-26,2018-04-26,Thr
4901838,7948737,2017-08-22 00:00:00,t,150.0,,,,2017,8,08-22,2017-08-22,Tue
5311337,5061730,2018-03-25 00:00:00,t,385.0,,,,2018,3,03-25,2018-03-25,Sun
6398818,7405299,2018-04-29 00:00:00,f,,,,,2018,4,04-29,2018-04-29,Sun
8259930,18408824,2017-05-22 00:00:00,t,127.0,,,,2017,5,05-22,2017-05-22,Mon
1750455,16666810,2017-07-26 00:00:00,f,,,,,2017,7,07-26,2017-07-26,Wed
9908725,5489412,2017-12-08 00:00:00,f,,,,,2017,12,12-08,2017-12-08,Fri
532846,9677189,2017-06-25 00:00:00,f,,,,,2017,6,06-25,2017-06-25,Sun
4424784,18024623,2018-03-06 00:00:00,t,38.0,,,,2018,3,03-06,2018-03-06,Tue
4683359,13659981,2018-01-19 00:00:00,f,,,,,2018,1,01-19,2018-01-19,Fri
848102,5242697,2017-06-29 00:00:00,t,109.0,,,,2017,6,06-29,2017-06-29,Thr
392220,16286482,2018-04-22 00:00:00,t,187.0,,,,2018,4,04-22,2018-04-22,Sun
10084575,18111425,2017-05-12 00:00:00,f,,,,,2017,5,05-12,2017-05-12,Fri
7412628,16451024,2017-10-03 00:00:00,t,499.0,,,,2017,10,10-03,2017-10-03,Tue
2620872,845251,2017-10-28 00:00:00,f,,,,,2017,10,10-28,2017-10-28,Sat
6306007,14727682,2018-03-27 00:00:00,t,91.0,,,,2018,3,03-27,2018-03-27,Tue
9628691,14838028,2017-05-11 00:00:00,f,,,,,2017,5,05-11,2017-05-11,Thr
6320600,11526899,2017-08-11 00:00:00,t,179.0,,,,2017,8,08-11,2017-08-11,Fri
7100674,6691708,2017-06-06 00:00:00,f,,,,,2017,6,06-06,2017-06-06,Tue
9099185,16560425,2017-10-24 00:00:00,t,250.0,,,,2017,10,10-24,2017-10-24,Tue
7267464,8136551,2017-06-22 00:00:00,t,180.0,,,,2017,6,06-22,2017-06-22,Thr
6875324,8354231,2017-10-11 00:00:00,t,71.0,,,,2017,10,10-11,2017-10-11,Wed
3702268,11570517,2018-02-06 00:00:00,f,,,,,2018,2,02-06,2018-02-06,Tue
394653,11992657,2017-12-08 00:00:00,f,,,,,2017,12,12-08,2017-12-08,Fri
10930574,6328058,2017-07-22 00:00:00,t,86.0,,,,2017,7,07-22,2017-07-22,Sat
9028221,13099768,2017-06-25 00:00:00,t,107.0,,,,2017,6,06-25,2017-06-25,Sun
8987073,17546111,2018-01-04 00:00:00,t,72.0,,,,2018,1,01-04,2018-01-04,Thr
3656144,13715245,2017-07-02 00:00:00,f,,,,,2017,7,07-02,2017-07-02,Sun
10786389,17850664,2017-08-01 00:00:00,t,24.0,,,,2017,8,08-01,2017-08-01,Tue
5210047,3695300,2017-10-27 00:00:00,f,,,,,2017,10,10-27,2017-10-27,Fri
10687488,9051920,2017-07-17 00:00:00,f,,,,,2017,7,07-17,2017-07-17,Mon
5270130,12115833,2018-02-18 00:00:00,f,,,,,2018,2,02-18,2018-02-18,Sun
3819196,6715059,2018-03-26 00:00:00,t,140.0,,,,2018,3,03-26,2018-03-26,Mon
7695410,6770074,2017-11-19 00:00:00,f,,,,,2017,11,11-19,2017-11-19,Sun
4959312,6103534,2018-01-08 00:00:00,f,,,,,2018,1,01-08,2018-01-08,Mon
2267590,17493606,2017-08-13 00:00:00,t,148.0,,,,2017,8,08-13,2017-08-13,Sun
2787877,3250095,2018-03-02 00:00:00,t,99.0,,,,2018,3,03-02,2018-03-02,Fri
7692676,6215456,2017-07-05 00:00:00,f,,,,,2017,7,07-05,2017-07-05,Wed
10699334,12613295,2017-10-27 00:00:00,t,131.0,,,,2017,10,10-27,2017-10-27,Fri
8763642,17226297,2017-05-10 00:00:00,f,,,,,2017,5,05-10,2017-05-10,Wed
2060251,8426173,2017-08-09 00:00:00,t,66.0,,,,2017,8,08-09,2017-08-09,Wed
5072084,5960798,2018-01-22 00:00:00,t,100.0,,,,2018,1,01-22,2018-01-22,Mon
6692399,17136300,2017-12-29 00:00:00,t,42.0,,,,2017,12,12-29,2017-12-29,Fri
6853520,2346908,2018-02-08 00:00:00,f,,,,,2018,2,02-08,2018-02-08,Thr
218039,4738087,2017-09-24 00:00:00,t,213.0,,,,2017,9,09-24,2017-09-24,Sun
7150926,17234700,2017-10-03 00:00:00,f,,,,,2017,10,10-03,2017-10-03,Tue
4918179,10250155,2017-11-02 00:00:00,f,,,,,2017,11,11-02,2017-11-02,Thr
8824122,14319729,2018-02-11 00:00:00,t,144.0,,,,2018,2,02-11,2018-02-11,Sun
8072936,11964204,2017-09-13 00:00:00,t,288.0,,,,2017,9,09-13,2017-09-13,Wed
10220433,11478003,2018-02-22 00:00:00,t,140.0,,,,2018,2,02-22,2018-02-22,Thr
3193903,1210121,2017-11-30 00:00:00,t,98.0,,,,2017,11,11-30,2017-11-30,Thr
4979058,16797987,2017-12-22 00:00:00,f,,,,,2017,12,12-22,2017-12-22,Fri
5712492,14733778,2018-04-10 00:00:00,t,115.0,,,,2018,4,04-10,2018-04-10,Tue
9483692,17348715,2017-08-13 00:00:00,t,35.0,,,,2017,8,08-13,2017-08-13,Sun
913157,17695593,2017-07-14 00:00:00,t,3500.0,,,,2017,7,07-14,2017-07-14,Fri
4358252,14339824,2017-12-01 00:00:00,f,,,,,2017,12,12-01,2017-12-01,Fri
2615013,17812564,2017-07-23 00:00:00,t,300.0,,,,2017,7,07-23,2017-07-23,Sun
6085970,10967915,2017-06-11 00:00:00,t,89.0,,,,2017,6,06-11,2017-06-11,Sun
3926916,8505727,2017-07-03 00:00:00,f,,,,,2017,7,07-03,2017-07-03,Mon
9655806,9011478,2017-11-29 00:00:00,t,600.0,,,,2017,11,11-29,2017-11-29,Wed
1528816,17162538,2017-08-22 00:00:00,t,216.0,,,,2017,8,08-22,2017-08-22,Tue
8886513,1148337,2017-08-12 00:00:00,t,116.0,,,,2017,8,08-12,2017-08-12,Sat
1019027,17286682,2018-02-21 00:00:00,f,,,,,2018,2,02-21,2018-02-21,Wed
11270843,16998662,2018-02-26 00:00:00,f,,,,,2018,2,02-26,2018-02-26,Mon
627067,10153281,2017-05-05 00:00:00,f,,,,,2017,5,05-05,2017-05-05,Fri
4188138,15044430,2017-12-08 00:00:00,f,,,,,2017,12,12-08,2017-12-08,Fri
6155746,16137800,2018-03-04 00:00:00,t,59.0,,,,2018,3,03-04,2018-03-04,Sun
1716112,15658924,2017-08-18 00:00:00,f,,,,,2017,8,08-18,2017-08-18,Fri
6092204,11360562,2017-03-12 00:00:00,t,175.0,,,,2017,3,03-12,2017-03-12,Sun
5083645,9995753,2018-01-18 00:00:00,f,,,,,2018,1,01-18,2018-01-18,Thr
6704920,7367648,2017-12-18 00:00:00,t,85.0,,,,2017,12,12-18,2017-12-18,Mon
4738506,11392635,2017-09-04 00:00:00,f,,,,,2017,9,09-04,2017-09-04,Mon
724570,15738299,2017-11-17 00:00:00,f,,,,,2017,11,11-17,2017-11-17,Fri
7300334,13047618,2017-04-01 00:00:00,f,,,,,2017,4,04-01,2017-04-01,Sat
8420828,9047155,2017-05-27 00:00:00,t,92.0,,,,2017,5,05-27,2017-05-27,Sat
6432089,12710100,2018-01-01 00:00:00,t,178.0,,,,2018,1,01-01,2018-01-01,Mon
5290205,11515649,2017-05-25 00:00:00,t,140.0,,,,2017,5,05-25,2017-05-25,Thr
8078075,3945882,2017-12-09 00:00:00,t,95.0,,,,2017,12,12-09,2017-12-09,Sat
6120136,7247480,2017-09-01 00:00:00,f,,,,,2017,9,09-01,2017-09-01,Fri
7273098,708726,2017-11-13 00:00:00,t,205.0,,,,2017,11,11-13,2017-11-13,Mon
7756600,5734947,2017-03-16 00:00:00,f,,,,,2017,3,03-16,2017-03-16,Thr
4148072,14980846,2017-08-01 00:00:00,f,,,,,2017,8,08-01,2017-08-01,Tue
4443488,3977097,2017-03-23 00:00:00,t,350.0,,,,2017,3,03-23,2017-03-23,Thr
6760632,1962541,2017-10-24 00:00:00,t,55.0,,,,2017,10,10-24,2017-10-24,Tue
3619214,6502685,2017-05-28 00:00:00,f,,,,,2017,5,05-28,2017-05-28,Sun
1624206,2135675,2017-04-14 00:00:00,t,75.0,,,,2017,4,04-14,2017-04-14,Fri
6408414,14533955,2017-10-14 00:00:00,t,145.0,,,,2017,10,10-14,2017-10-14,Sat
4703939,6077870,2017-06-26 00:00:00,t,120.0,,,,2017,6,06-26,2017-06-26,Mon
7590822,12388941,2018-01-11 00:00:00,t,250.0,,,,2018,1,01-11,2018-01-11,Thr
78093,11508488,2017-03-18 00:00:00,t,49.0,,,,2017,3,03-18,2017-03-18,Sat
1256763,755375,2017-12-17 00:00:00,t,150.0,,,,2017,12,12-17,2017-12-17,Sun
5554002,13343372,2018-02-28 00:00:00,f,,,,,2018,2,02-28,2018-02-28,Wed
7515926,14572315,2017-07-13 00:00:00,t,150.0,,,,2017,7,07-13,2017-07-13,Thr
832062,9138868,2017-07-17 00:00:00,f,,,,,2017,7,07-17,2017-07-17,Mon
7811233,15132650,2018-01-05 00:00:00,f,,,,,2018,1,01-05,2018-01-05,Fri
5719684,14056586,2017-09-11 00:00:00,f,,,,,2017,9,09-11,2017-09-11,Mon
5086597,11183575,2017-04-13 00:00:00,f,,,,,2017,4,04-13,2017-04-13,Thr
1223615,13609556,2017-10-17 00:00:00,t,286.0,,,,2017,10,10-17,2017-10-17,Tue
5577319,675971,2017-08-20 00:00:00,t,500.0,,,,2017,8,08-20,2017-08-20,Sun
6582458,6693134,2017-11-11 00:00:00,t,54.0,,,,2017,11,11-11,2017-11-11,Sat
5972019,7131305,2017-12-15 00:00:00,f,,,,,2017,12,12-15,2017-12-15,Fri
7372842,629514,2017-05-23 00:00:00,f,,,,,2017,5,05-23,2017-05-23,Tue
5218572,11829011,2017-08-22 00:00:00,t,275.0,,,,2017,8,08-22,2017-08-22,Tue
3198937,10364432,2017-09-10 00:00:00,t,89.0,,,,2017,9,09-10,2017-09-10,Sun
4535318,2824012,2017-08-16 00:00:00,t,200.0,,,,2017,8,08-16,2017-08-16,Wed
5017168,9653567,2018-02-13 00:00:00,t,132.0,,,,2018,2,02-13,2018-02-13,Tue
144957,6337539,2018-01-08 00:00:00,t,249.0,,,,2018,1,01-08,2018-01-08,Mon
6285697,2073869,2018-01-28 00:00:00,f,,,,,2018,1,01-28,2018-01-28,Sun
5328552,210489,2017-05-23 00:00:00,t,360.0,,,,2017,5,05-23,2017-05-23,Tue
8114988,13884874,2017-04-27 00:00:00,f,,,,,2017,4,04-27,2017-04-27,Thr
779243,10136281,2017-04-02 00:00:00,f,,,,,2017,4,04-02,2017-04-02,Sun
